# Attempt at a cleaner version of the kidney cancer data from section 2.7 of Bayesian Data Analysis, 3rd edition (Gelman et al.)
# Based on http://www.stat.columbia.edu/~gelman/book/data/cancer/
# Columns 4 to 12 correspond to 1980-84; columns 13 to 21 to 1985-89
# Robin Ryder, 12 September 2019
"","state","Location","fips","dc","dcV","pop","popV","aadc","aadcV","dcC","dcCV","good","dc.2","dcV.2","pop.2","popV.2","aadc.2","aadcV.2","dcC.2","dcCV.2","good.2"
"889","VIRGINIA","Fairfax County, Virginia",51059,38,"VALID",1403051,"VALID",4.3,"VALID",2.7,"VALID",1,49,"VALID",1616011,"VALID",4.2,"VALID",3,"VALID",1
"895","VIRGINIA","Falls Church City, Virginia",51610,1,"VALID",21433,"VALID",4.7,"UNRELIABLE",4.7,"UNRELIABLE",0,0,"VALID",22136,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",0
"902","VIRGINIA","Fauquier County, Virginia",51061,2,"VALID",79767,"VALID",2.9,"UNRELIABLE",2.5,"UNRELIABLE",1,2,"VALID",97430,"VALID",2.7,"UNRELIABLE",2.1,"UNRELIABLE",1
"931","VIRGINIA","Floyd County, Virginia",51063,0,"VALID",28000,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1,2,"VALID",28366,"VALID",5.7,"UNRELIABLE",7.1,"UNRELIABLE",1
"932","VIRGINIA","Fluvanna County, Virginia",51065,2,"VALID",18811,"VALID",9.3,"UNRELIABLE",10.6,"UNRELIABLE",1,0,"VALID",21104,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1
"945","VIRGINIA","Franklin City, Virginia",51620,0,"VALID",8336,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",0,0,"VALID",8400,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",0
"968","VIRGINIA","Franklin County, Virginia",51067,3,"VALID",79630,"VALID",3.6,"UNRELIABLE",3.8,"UNRELIABLE",1,3,"VALID",82833,"VALID",3.3,"UNRELIABLE",3.6,"UNRELIABLE",1
"972","VIRGINIA","Frederick County, Virginia",51069,2,"VALID",87392,"VALID",2.1,"UNRELIABLE",2.3,"UNRELIABLE",1,3,"VALID",98832,"VALID",4.3,"UNRELIABLE",3,"UNRELIABLE",1
"973","VIRGINIA","Fredericksburg City, Virginia",51630,3,"VALID",28063,"VALID",9,"UNRELIABLE",10.7,"UNRELIABLE",0,4,"VALID",30742,"VALID",12.2,"UNRELIABLE",13,"UNRELIABLE",0
"995","VIRGINIA","Galax City, Virginia",51640,0,"VALID",14417,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",0,2,"VALID",14350,"VALID",9.7,"UNRELIABLE",13.9,"UNRELIABLE",0
"1030","VIRGINIA","Giles County, Virginia",51071,5,"VALID",42249,"VALID",9.8,"UNRELIABLE",11.8,"UNRELIABLE",1,4,"VALID",40127,"VALID",8.7,"UNRELIABLE",10,"UNRELIABLE",1
"1043","VIRGINIA","Gloucester County, Virginia",51073,1,"VALID",46255,"VALID",2.3,"UNRELIABLE",2.2,"UNRELIABLE",1,4,"VALID",60746,"VALID",7.4,"UNRELIABLE",6.6,"UNRELIABLE",1
"1050","VIRGINIA","Goochland County, Virginia",51075,2,"VALID",19632,"VALID",10.1,"UNRELIABLE",10.2,"UNRELIABLE",1,2,"VALID",22723,"VALID",7.7,"UNRELIABLE",8.8,"UNRELIABLE",1
"1093","VIRGINIA","Grayson County, Virginia",51077,6,"VALID",39359,"VALID",12.7,"UNRELIABLE",15.2,"UNRELIABLE",1,1,"VALID",38676,"VALID",2.3,"UNRELIABLE",2.6,"UNRELIABLE",1
"1112","VIRGINIA","Greene County, Virginia",51079,0,"VALID",18760,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1,2,"VALID",21493,"VALID",10.7,"UNRELIABLE",9.3,"UNRELIABLE",1
"1115","VIRGINIA","Greensville County, Virginia",51081,0,"VALID",10525,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1,1,"VALID",9865,"VALID",8.1,"UNRELIABLE",10.1,"UNRELIABLE",1
"1143","VIRGINIA","Halifax County, Virginia",51083,4,"VALID",43647,"VALID",8,"UNRELIABLE",9.2,"UNRELIABLE",1,1,"VALID",42886,"VALID",2,"UNRELIABLE",2.3,"UNRELIABLE",1
"1162","VIRGINIA","Hampton City, Virginia",51650,4,"VALID",200930,"VALID",2.5,"UNRELIABLE",2,"UNRELIABLE",0,7,"VALID",199335,"VALID",4.1,"UNRELIABLE",3.5,"UNRELIABLE",0
"1175","VIRGINIA","Hanover County, Virginia",51085,3,"VALID",111135,"VALID",2.9,"UNRELIABLE",2.7,"UNRELIABLE",1,7,"VALID",124475,"VALID",5.4,"UNRELIABLE",5.6,"UNRELIABLE",1
"1201","VIRGINIA","Harrisonburg City, Virginia",51660,0,"VALID",53397,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",0,2,"VALID",60535,"VALID",4.8,"UNRELIABLE",3.3,"UNRELIABLE",0
"1235","VIRGINIA","Henrico County, Virginia",51087,19,"VALID",362272,"VALID",5.2,"UNRELIABLE",5.2,"UNRELIABLE",1,16,"VALID",384584,"VALID",3.8,"UNRELIABLE",4.2,"UNRELIABLE",1
"1245","VIRGINIA","Henry County, Virginia",51089,2,"VALID",107957,"VALID",2.1,"UNRELIABLE",1.9,"UNRELIABLE",1,10,"VALID",109871,"VALID",8,"UNRELIABLE",9.1,"UNRELIABLE",1
"1256","VIRGINIA","Highland County, Virginia",51091,1,"VALID",7157,"VALID",13.3,"UNRELIABLE",14,"UNRELIABLE",1,2,"VALID",6608,"VALID",19.6,"UNRELIABLE",30.3,"UNRELIABLE",1
"1279","VIRGINIA","Hopewell City, Virginia",51670,2,"VALID",44621,"VALID",4.4,"UNRELIABLE",4.5,"UNRELIABLE",0,2,"VALID",42581,"VALID",4.4,"UNRELIABLE",4.7,"UNRELIABLE",0
"1345","VIRGINIA","Isle of Wight County, Virginia",51093,0,"VALID",33575,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1,3,"VALID",39425,"VALID",7.9,"UNRELIABLE",7.6,"UNRELIABLE",1
"1375","VIRGINIA","James City County, Virginia",51095,5,"VALID",44987,"VALID",10.9,"UNRELIABLE",11.1,"UNRELIABLE",1,5,"VALID",58965,"VALID",8,"UNRELIABLE",8.5,"UNRELIABLE",1
"1487","VIRGINIA","King and Queen County, Virginia",51097,1,"VALID",8015,"VALID",11.4,"UNRELIABLE",12.5,"UNRELIABLE",1,1,"VALID",8693,"VALID",8.4,"UNRELIABLE",11.5,"UNRELIABLE",1
"1491","VIRGINIA","King George County, Virginia",51099,1,"VALID",20748,"VALID",5.6,"UNRELIABLE",4.8,"UNRELIABLE",1,3,"VALID",24467,"VALID",17.7,"UNRELIABLE",12.3,"UNRELIABLE",1
"1496","VIRGINIA","King William County, Virginia",51101,1,"VALID",15017,"VALID",6.3,"UNRELIABLE",6.7,"UNRELIABLE",1,1,"VALID",16451,"VALID",6.6,"UNRELIABLE",6.1,"UNRELIABLE",1
"1559","VIRGINIA","Lancaster County, Virginia",51103,1,"VALID",16212,"VALID",3.7,"UNRELIABLE",6.2,"UNRELIABLE",1,1,"VALID",17274,"VALID",3.6,"UNRELIABLE",5.8,"UNRELIABLE",1
"1611","VIRGINIA","Lee County, Virginia",51105,2,"VALID",62816,"VALID",2.6,"UNRELIABLE",3.2,"UNRELIABLE",1,2,"VALID",60293,"VALID",2.5,"UNRELIABLE",3.3,"UNRELIABLE",1
"1633","VIRGINIA","Lexington City, Virginia",51678,1,"VALID",19664,"VALID",6.4,"UNRELIABLE",5.1,"UNRELIABLE",0,0,"VALID",18043,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",0
"1697","VIRGINIA","Loudoun County, Virginia",51107,3,"VALID",135468,"VALID",3.8,"UNRELIABLE",2.2,"UNRELIABLE",1,4,"VALID",169141,"VALID",4.4,"UNRELIABLE",2.4,"UNRELIABLE",1
"1699","VIRGINIA","Louisa County, Virginia",51109,4,"VALID",31507,"VALID",10.7,"UNRELIABLE",12.7,"UNRELIABLE",1,4,"VALID",34779,"VALID",10.2,"UNRELIABLE",11.5,"UNRELIABLE",1
"1712","VIRGINIA","Lunenburg County, Virginia",51111,0,"VALID",17719,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1,3,"VALID",17383,"VALID",13.7,"UNRELIABLE",17.3,"UNRELIABLE",1
"1716","VIRGINIA","Lynchburg City, Virginia",51680,7,"VALID",114771,"VALID",5.4,"UNRELIABLE",6.1,"UNRELIABLE",0,5,"VALID",110889,"VALID",4.3,"UNRELIABLE",4.5,"UNRELIABLE",0
"1783","VIRGINIA","Madison County, Virginia",51113,0,"VALID",21247,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1,0,"VALID",23338,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1
"1791","VIRGINIA","Manassas City, Virginia",51683,0,"VALID",37698,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",0,4,"VALID",49957,"VALID",16.3,"UNRELIABLE",8,"UNRELIABLE",0
"1792","VIRGINIA","Manassas Park City, Virginia",51685,1,"VALID",15607,"VALID",11.8,"UNRELIABLE",6.4,"UNRELIABLE",0,0,"VALID",15435,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",0
"1841","VIRGINIA","Martinsville City, Virginia",51690,3,"VALID",27104,"VALID",7.2,"UNRELIABLE",11.1,"UNRELIABLE",0,1,"VALID",24045,"VALID",2.4,"UNRELIABLE",4.2,"UNRELIABLE",0
"1850","VIRGINIA","Mathews County, Virginia",51115,0,"VALID",16134,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1,0,"VALID",17058,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1
"1860","VIRGINIA","Mecklenburg County, Virginia",51117,1,"VALID",42899,"VALID",1.8,"UNRELIABLE",2.3,"UNRELIABLE",1,0,"VALID",43485,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1
"1895","VIRGINIA","Middlesex County, Virginia",51119,0,"VALID",13703,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1,1,"VALID",14945,"VALID",3.3,"UNRELIABLE",6.7,"UNRELIABLE",1
"1972","VIRGINIA","Montgomery County, Virginia",51121,4,"VALID",162248,"VALID",4.6,"UNRELIABLE",2.5,"UNRELIABLE",1,4,"VALID",168751,"VALID",3.7,"UNRELIABLE",2.4,"UNRELIABLE",1
"2030","VIRGINIA","Nelson County, Virginia",51125,0,"VALID",23558,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1,0,"VALID",24547,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1
"2043","VIRGINIA","New Kent County, Virginia",51127,0,"VALID",16748,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1,0,"VALID",18695,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1
"2047","VIRGINIA","Newport News City, Virginia",51700,11,"VALID",251485,"VALID",6,"UNRELIABLE",4.4,"UNRELIABLE",0,9,"VALID",262284,"VALID",4.5,"UNRELIABLE",3.4,"UNRELIABLE",0
"2067","VIRGINIA","Norfolk City, Virginia",51710,21,"VALID",465690,"VALID",6.2,"VALID",4.5,"VALID",0,14,"VALID",445609,"VALID",4.4,"UNRELIABLE",3.1,"UNRELIABLE",0
"2072","VIRGINIA","Northampton County, Virginia",51131,1,"VALID",17077,"VALID",4.4,"UNRELIABLE",5.9,"UNRELIABLE",1,2,"VALID",16722,"VALID",5.8,"UNRELIABLE",12,"UNRELIABLE",1
"2074","VIRGINIA","Northumberland County, Virginia",51133,1,"VALID",15895,"VALID",2.6,"UNRELIABLE",6.3,"UNRELIABLE",1,2,"VALID",16897,"VALID",7.9,"UNRELIABLE",11.8,"UNRELIABLE",1
"2075","VIRGINIA","Norton City, Virginia",51720,0,"VALID",10152,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",0,2,"VALID",9434,"VALID",21,"UNRELIABLE",21.2,"UNRELIABLE",0
"2077","VIRGINIA","Nottoway County, Virginia",51135,2,"VALID",21255,"VALID",7.5,"UNRELIABLE",9.4,"UNRELIABLE",1,2,"VALID",21721,"VALID",8,"UNRELIABLE",9.2,"UNRELIABLE",1
"2125","VIRGINIA","Orange County, Virginia",51137,1,"VALID",37292,"VALID",2.6,"UNRELIABLE",2.7,"UNRELIABLE",1,4,"VALID",41446,"VALID",7.3,"UNRELIABLE",9.7,"UNRELIABLE",1
"2163","VIRGINIA","Page County, Virginia",51139,2,"VALID",46609,"VALID",3.8,"UNRELIABLE",4.3,"UNRELIABLE",1,0,"VALID",49199,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1
"2179","VIRGINIA","Patrick County, Virginia",51141,0,"VALID",40176,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1,1,"VALID",39586,"VALID",1.7,"UNRELIABLE",2.5,"UNRELIABLE",1
"2216","VIRGINIA","Petersburg City, Virginia",51730,3,"VALID",33947,"VALID",6.5,"UNRELIABLE",8.8,"UNRELIABLE",0,2,"VALID",27728,"VALID",4.3,"UNRELIABLE",7.2,"UNRELIABLE",0
"2256","VIRGINIA","Pittsylvania County, Virginia",51143,7,"VALID",98962,"VALID",6.4,"UNRELIABLE",7.1,"UNRELIABLE",1,4,"VALID",97809,"VALID",3.5,"UNRELIABLE",4.1,"UNRELIABLE",1
"2289","VIRGINIA","Poquoson City, Virginia",51735,0,"VALID",24029,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",0,0,"VALID",26010,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",0
"2293","VIRGINIA","Portsmouth City, Virginia",51740,9,"VALID",137701,"VALID",5.9,"UNRELIABLE",6.5,"UNRELIABLE",0,10,"VALID",136022,"VALID",7.2,"UNRELIABLE",7.4,"UNRELIABLE",0
"2306","VIRGINIA","Powhatan County, Virginia",51145,1,"VALID",26400,"VALID",2.6,"UNRELIABLE",3.8,"UNRELIABLE",1,0,"VALID",28481,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1
"2316","VIRGINIA","Prince Edward County, Virginia",51147,1,"VALID",24052,"VALID",3.8,"UNRELIABLE",4.2,"UNRELIABLE",1,0,"VALID",25509,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1
"2317","VIRGINIA","Prince George County, Virginia",51149,0,"VALID",47557,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1,1,"VALID",47591,"VALID",2.9,"UNRELIABLE",2.1,"UNRELIABLE",1
"2319","VIRGINIA","Prince William County, Virginia",51153,9,"VALID",353405,"VALID",9.4,"UNRELIABLE",2.5,"UNRELIABLE",1,9,"VALID",424059,"VALID",5.2,"UNRELIABLE",2.1,"UNRELIABLE",1
"2329","VIRGINIA","Pulaski County, Virginia",51155,3,"VALID",80750,"VALID",3.7,"UNRELIABLE",3.7,"UNRELIABLE",1,4,"VALID",79211,"VALID",4.5,"UNRELIABLE",5,"UNRELIABLE",1
"2347","VIRGINIA","Radford City, Virginia",51750,1,"VALID",26862,"VALID",4.5,"UNRELIABLE",3.7,"UNRELIABLE",0,2,"VALID",30688,"VALID",9.6,"UNRELIABLE",6.5,"UNRELIABLE",0
"2365","VIRGINIA","Rappahannock County, Virginia",51157,0,"VALID",13554,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1,1,"VALID",14397,"VALID",5.7,"UNRELIABLE",6.9,"UNRELIABLE",1
"2396","VIRGINIA","Richmond City, Virginia",51760,16,"VALID",236811,"VALID",5.2,"UNRELIABLE",6.8,"UNRELIABLE",0,15,"VALID",218759,"VALID",5.1,"UNRELIABLE",6.9,"UNRELIABLE",0
"2400","VIRGINIA","Richmond County, Virginia",51159,0,"VALID",11599,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1,1,"VALID",11827,"VALID",5.3,"UNRELIABLE",8.5,"UNRELIABLE",1
"2412","VIRGINIA","Roanoke City, Virginia",51770,12,"VALID",178888,"VALID",5.3,"UNRELIABLE",6.7,"UNRELIABLE",0,8,"VALID",172017,"VALID",4.1,"UNRELIABLE",4.7,"UNRELIABLE",0
"2413","VIRGINIA","Roanoke County, Virginia",51161,11,"VALID",170842,"VALID",6.5,"UNRELIABLE",6.4,"UNRELIABLE",1,6,"VALID",176509,"VALID",3.2,"UNRELIABLE",3.4,"UNRELIABLE",1
"2420","VIRGINIA","Rockbridge County, Virginia",51163,1,"VALID",42945,"VALID",2,"UNRELIABLE",2.3,"UNRELIABLE",1,3,"VALID",43251,"VALID",6,"UNRELIABLE",6.9,"UNRELIABLE",1
"2428","VIRGINIA","Rockingham County, Virginia",51165,3,"VALID",130269,"VALID",2.5,"UNRELIABLE",2.3,"UNRELIABLE",1,5,"VALID",132435,"VALID",3.8,"UNRELIABLE",3.8,"UNRELIABLE",1
"2453","VIRGINIA","Russell County, Virginia",51167,1,"VALID",77680,"VALID",1.4,"UNRELIABLE",1.3,"UNRELIABLE",1,4,"VALID",73061,"VALID",5.4,"UNRELIABLE",5.5,"UNRELIABLE",1
"2491","VIRGINIA","Salem City, Virginia",51775,5,"VALID",54378,"VALID",7.9,"UNRELIABLE",9.2,"UNRELIABLE",0,3,"VALID",53853,"VALID",4.4,"UNRELIABLE",5.6,"UNRELIABLE",0
"2560","VIRGINIA","Scott County, Virginia",51169,7,"VALID",60242,"VALID",10.2,"UNRELIABLE",11.6,"UNRELIABLE",1,5,"VALID",57835,"VALID",6.5,"UNRELIABLE",8.6,"UNRELIABLE",1
"2597","VIRGINIA","Shenandoah County, Virginia",51171,2,"VALID",67082,"VALID",2.6,"UNRELIABLE",3,"UNRELIABLE",1,4,"VALID",71024,"VALID",4.6,"UNRELIABLE",5.6,"UNRELIABLE",1
"2627","VIRGINIA","Smyth County, Virginia",51173,6,"VALID",78246,"VALID",7,"UNRELIABLE",7.7,"UNRELIABLE",1,5,"VALID",75935,"VALID",5.6,"UNRELIABLE",6.6,"UNRELIABLE",1
"2638","VIRGINIA","Southampton County, Virginia",51175,0,"VALID",24258,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1,1,"VALID",24615,"VALID",3.6,"UNRELIABLE",4.1,"UNRELIABLE",1
"2645","VIRGINIA","Spotsylvania County, Virginia",51177,3,"VALID",75665,"VALID",4.3,"UNRELIABLE",4,"UNRELIABLE",1,6,"VALID",99695,"VALID",8.3,"UNRELIABLE",6,"UNRELIABLE",1
"2647","VIRGINIA","Stafford County, Virginia",51179,1,"VALID",102377,"VALID",1.4,"UNRELIABLE",1,"UNRELIABLE",1,4,"VALID",122863,"VALID",6.3,"UNRELIABLE",3.3,"UNRELIABLE",1
"2658","VIRGINIA","Staunton City, Virginia",51790,2,"VALID",48089,"VALID",3.2,"UNRELIABLE",4.2,"UNRELIABLE",0,3,"VALID",48269,"VALID",4.8,"UNRELIABLE",6.2,"UNRELIABLE",0
"2686","VIRGINIA","Suffolk City, Virginia",51800,3,"VALID",61409,"VALID",4.5,"UNRELIABLE",4.9,"UNRELIABLE",0,3,"VALID",67113,"VALID",3.7,"UNRELIABLE",4.5,"UNRELIABLE",0
"2708","VIRGINIA","Surry County, Virginia",51181,0,"VALID",5768,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1,1,"VALID",6426,"VALID",9.5,"UNRELIABLE",15.6,"UNRELIABLE",1
"2712","VIRGINIA","Sussex County, Virginia",51183,0,"VALID",10335,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1,2,"VALID",10520,"VALID",14.3,"UNRELIABLE",19,"UNRELIABLE",1
"2743","VIRGINIA","Tazewell County, Virginia",51185,3,"VALID",119349,"VALID",2.6,"UNRELIABLE",2.5,"UNRELIABLE",1,7,"VALID",111085,"VALID",5.9,"UNRELIABLE",6.3,"UNRELIABLE",1
"2872","VIRGINIA","Virginia Beach City, Virginia",51810,17,"VALID",622003,"VALID",6,"UNRELIABLE",2.7,"UNRELIABLE",0,27,"VALID",752467,"VALID",7,"VALID",3.6,"VALID",0
"2914","VIRGINIA","Warren County, Virginia",51187,5,"VALID",49860,"VALID",9.8,"UNRELIABLE",10,"UNRELIABLE",1,4,"VALID",55578,"VALID",6.7,"UNRELIABLE",7.2,"UNRELIABLE",1
"2949","VIRGINIA","Washington County, Virginia",51191,8,"VALID",110381,"VALID",6.8,"UNRELIABLE",7.2,"UNRELIABLE",1,6,"VALID",109308,"VALID",5.1,"UNRELIABLE",5.5,"UNRELIABLE",1
"2976","VIRGINIA","Waynesboro City, Virginia",51820,3,"VALID",38483,"VALID",7.3,"UNRELIABLE",7.8,"UNRELIABLE",0,4,"VALID",39582,"VALID",7.8,"UNRELIABLE",10.1,"UNRELIABLE",0
"2996","VIRGINIA","Westmoreland County, Virginia",51193,1,"VALID",21515,"VALID",2.7,"UNRELIABLE",4.6,"UNRELIABLE",1,3,"VALID",23431,"VALID",7.5,"UNRELIABLE",12.8,"UNRELIABLE",1
"3032","VIRGINIA","Williamsburg City, Virginia",51830,1,"VALID",20085,"VALID",5.4,"UNRELIABLE",5,"UNRELIABLE",1,1,"VALID",21288,"VALID",5.7,"UNRELIABLE",4.7,"UNRELIABLE",1
"3043","VIRGINIA","Winchester City, Virginia",51840,3,"VALID",41441,"VALID",6.2,"UNRELIABLE",7.2,"UNRELIABLE",0,2,"VALID",42964,"VALID",4.1,"UNRELIABLE",4.7,"UNRELIABLE",0
"3058","VIRGINIA","Wise County, Virginia",51195,8,"VALID",103946,"VALID",8.4,"UNRELIABLE",7.7,"UNRELIABLE",0,4,"VALID",98168,"VALID",4,"UNRELIABLE",4.1,"UNRELIABLE",0
"3084","VIRGINIA","Wythe County, Virginia",51197,2,"VALID",58602,"VALID",3.1,"UNRELIABLE",3.4,"UNRELIABLE",1,3,"VALID",58135,"VALID",4.7,"UNRELIABLE",5.2,"UNRELIABLE",1
"3103","VIRGINIA","York County, Virginia",51199,5,"VALID",74473,"VALID",13,"UNRELIABLE",6.7,"UNRELIABLE",1,5,"VALID",82092,"VALID",8.5,"UNRELIABLE",6.1,"UNRELIABLE",1
"19","WASHINGTON","Adams County, Washington",53001,1,"VALID",32546,"VALID",3.6,"UNRELIABLE",3.1,"UNRELIABLE",1,1,"VALID",33442,"VALID",3,"UNRELIABLE",3,"UNRELIABLE",1
"92","WASHINGTON","Asotin County, Washington",53003,3,"VALID",40069,"VALID",6.4,"UNRELIABLE",7.5,"UNRELIABLE",1,2,"VALID",40223,"VALID",3.3,"UNRELIABLE",5,"UNRELIABLE",1
"187","WASHINGTON","Benton County, Washington",53005,6,"VALID",274875,"VALID",3.1,"UNRELIABLE",2.2,"UNRELIABLE",1,10,"VALID",264458,"VALID",4.5,"UNRELIABLE",3.8,"UNRELIABLE",1
"464","WASHINGTON","Chelan County, Washington",53007,7,"VALID",113716,"VALID",4.9,"UNRELIABLE",6.2,"UNRELIABLE",1,8,"VALID",121808,"VALID",4.9,"UNRELIABLE",6.6,"UNRELIABLE",1
"511","WASHINGTON","Clallam County, Washington",53009,3,"VALID",121398,"VALID",2.1,"UNRELIABLE",2.5,"UNRELIABLE",1,11,"VALID",125024,"VALID",6.3,"UNRELIABLE",8.8,"UNRELIABLE",1
"525","WASHINGTON","Clark County, Washington",53011,28,"VALID",472513,"VALID",6.9,"VALID",5.9,"VALID",1,18,"VALID",510589,"VALID",3.8,"UNRELIABLE",3.5,"UNRELIABLE",1
"606","WASHINGTON","Columbia County, Washington",53013,0,"VALID",9943,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1,1,"VALID",10085,"VALID",5.7,"UNRELIABLE",9.9,"UNRELIABLE",1
"644","WASHINGTON","Cowlitz County, Washington",53015,6,"VALID",190405,"VALID",3.1,"UNRELIABLE",3.2,"UNRELIABLE",1,9,"VALID",188987,"VALID",4.2,"UNRELIABLE",4.8,"UNRELIABLE",1
"809","WASHINGTON","Douglas County, Washington",53017,6,"VALID",56891,"VALID",10.4,"UNRELIABLE",10.5,"UNRELIABLE",1,0,"VALID",61277,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1
"916","WASHINGTON","Ferry County, Washington",53019,0,"VALID",12591,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1,0,"VALID",12717,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1
"969","WASHINGTON","Franklin County, Washington",53021,4,"VALID",87184,"VALID",6.3,"UNRELIABLE",4.6,"UNRELIABLE",1,1,"VALID",87401,"VALID",1.6,"UNRELIABLE",1.1,"UNRELIABLE",1
"1007","WASHINGTON","Garfield County, Washington",53023,0,"VALID",6122,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1,0,"VALID",5710,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1
"1081","WASHINGTON","Grant County, Washington",53025,4,"VALID",122137,"VALID",3.4,"UNRELIABLE",3.3,"UNRELIABLE",1,5,"VALID",130533,"VALID",3.2,"UNRELIABLE",3.8,"UNRELIABLE",1
"1090","WASHINGTON","Grays Harbor County, Washington",53027,10,"VALID",155983,"VALID",5.4,"UNRELIABLE",6.4,"UNRELIABLE",1,13,"VALID",148070,"VALID",7.1,"UNRELIABLE",8.8,"UNRELIABLE",1
"1344","WASHINGTON","Island County, Washington",53029,5,"VALID",111905,"VALID",5.1,"UNRELIABLE",4.5,"UNRELIABLE",1,7,"VALID",128088,"VALID",4.1,"UNRELIABLE",5.5,"UNRELIABLE",1
"1409","WASHINGTON","Jefferson County, Washington",53031,4,"VALID",39804,"VALID",6.5,"UNRELIABLE",10,"UNRELIABLE",1,3,"VALID",43569,"VALID",3.4,"UNRELIABLE",6.9,"UNRELIABLE",1
"1489","WASHINGTON","King County, Washington",53033,106,"VALID",2856155,"VALID",3.9,"VALID",3.7,"VALID",1,142,"VALID",3020061,"VALID",4.9,"VALID",4.7,"VALID",1
"1502","WASHINGTON","Kitsap County, Washington",53035,16,"VALID",371730,"VALID",4.8,"UNRELIABLE",4.3,"UNRELIABLE",1,21,"VALID",403849,"VALID",5.7,"VALID",5.2,"VALID",1
"1503","WASHINGTON","Kittitas County, Washington",53037,0,"VALID",60657,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1,3,"VALID",61400,"VALID",4.4,"UNRELIABLE",4.9,"UNRELIABLE",1
"1507","WASHINGTON","Klickitat County, Washington",53039,1,"VALID",39563,"VALID",2,"UNRELIABLE",2.5,"UNRELIABLE",1,2,"VALID",38949,"VALID",4.9,"UNRELIABLE",5.1,"UNRELIABLE",1
"1631","WASHINGTON","Lewis County, Washington",53041,11,"VALID",137502,"VALID",7.1,"UNRELIABLE",8,"UNRELIABLE",1,7,"VALID",138622,"VALID",4.4,"UNRELIABLE",5,"UNRELIABLE",1
"1661","WASHINGTON","Lincoln County, Washington",53043,1,"VALID",23440,"VALID",1.9,"UNRELIABLE",4.3,"UNRELIABLE",1,0,"VALID",22143,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1
"1846","WASHINGTON","Mason County, Washington",53045,4,"VALID",80150,"VALID",4,"UNRELIABLE",5,"UNRELIABLE",1,4,"VALID",86668,"VALID",3.7,"UNRELIABLE",4.6,"UNRELIABLE",1
"2100","WASHINGTON","Okanogan County, Washington",53047,3,"VALID",71350,"VALID",3.3,"UNRELIABLE",4.2,"UNRELIABLE",1,10,"VALID",72659,"VALID",10.5,"UNRELIABLE",13.8,"UNRELIABLE",1
"2161","WASHINGTON","Pacific County, Washington",53049,2,"VALID",42428,"VALID",3.5,"UNRELIABLE",4.7,"UNRELIABLE",1,3,"VALID",42318,"VALID",3.4,"UNRELIABLE",7.1,"UNRELIABLE",1
"2195","WASHINGTON","Pend Oreille County, Washington",53051,0,"VALID",21338,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1,1,"VALID",21013,"VALID",3.6,"UNRELIABLE",4.8,"UNRELIABLE",1
